id,is_rental,is_commercial,rent,price,num_bedrooms,area,x,y,num_rooms,num_bathrooms,pets,ownership_id,is_new_development,common_charges,is_furnished,financing_allowed,commission
863058,0,0,,18000000.0,5.0,5800.0,-73.9658966064453,40.767917633056605,15.0,7.0,1.0,3.0,0,,0,50.0,2.5
895092,0,0,,2550000.0,2.0,1308.0,-73.98737849999998,40.759916,5.0,2.5,1.0,15.0,0,1372.0,0,90.0,2.5
559440,1,0,3795.0,,1.0,,-74.00600070000002,40.7083083,3.0,1.0,6.0,13.0,0,,1,100.0,
824030,1,0,12000.0,,3.0,,-74.0055847167969,40.711601257324205,6.0,2.5,1.0,5.0,0,,0,100.0,
714220,0,0,,3625000.0,3.0,1953.0,-73.9993877,40.7409342,,2.5,1.0,15.0,0,1188.0,0,90.0,
821477,1,1,9000.0,,,2500.0,-73.94115999999997,40.7987097,,,5.0,7.0,0,,0,100.0,
851487,1,0,3950.0,,1.0,750.0,-73.947968,40.785188299999994,3.5,1.0,1.0,13.0,0,,0,100.0,
863109,1,0,4350.0,,1.0,851.0,-73.98910999999998,40.776406099999996,3.0,1.0,5.0,15.0,0,,0,100.0,
544270,1,0,3900.0,,1.0,,-73.99931520000001,40.7615355,3.0,1.0,5.0,13.0,0,,1,100.0,
824037,1,0,3900.0,,1.0,,-74.0055847167969,40.711601257324205,3.0,1.0,1.0,5.0,0,,0,100.0,
34826,1,0,6000.0,,2.0,1000.0,-73.99212299999999,40.758095000000004,4.0,2.0,5.0,13.0,0,,0,100.0,
574961,0,0,,4850000.0,2.0,1768.0,-73.9690322875977,40.7623405456543,3.0,2.5,1.0,15.0,0,2485.91,0,80.0,3.0
579187,0,0,,989000.0,1.0,,-73.95740030000002,40.7735677,3.0,1.0,1.0,3.0,0,,0,75.0,2.5
44047,0,0,,525.0,0.0,492.0,-73.9708366,40.759362,2.0,1.0,5.0,15.0,0,381.0,0,90.0,
906529,1,0,7150.0,,4.0,,-74.00683040000001,40.7074723,,2.0,1.0,5.0,0,,0,100.0,
691969,0,0,,1430000.0,,,-73.99456650000002,40.759030700000004,,,1.0,15.0,1,,0,100.0,
838741,0,0,,2995000.0,3.0,1690.0,-73.95632549999998,40.7760398,6.0,3.0,1.0,15.0,0,1741.0,0,100.0,
611705,1,0,2500.0,,2.0,1000.0,-73.94280179999998,40.8014786,4.0,1.0,4.0,17.0,0,,0,100.0,
900139,0,0,,2699990.0,2.0,1652.0,-73.99481201171879,40.7392120361328,3.0,2.5,1.0,15.0,0,2052.0,0,90.0,3.0
857472,1,0,9795.0,,3.0,1844.0,-73.9913505,40.773990600000005,6.5,3.5,1.0,15.0,0,,0,100.0,
840633,1,0,,,2.0,1170.0,-73.998121,40.721786,,2.0,6.0,15.0,0,,0,100.0,
820217,0,0,,1845000.0,2.0,,-73.98486240000001,40.7373549,4.0,1.5,1.0,3.0,0,,0,50.0,
38204,1,0,10000.0,,,,-73.94964,40.80345,,,5.0,1.0,0,,0,100.0,
758731,0,0,,579000.0,1.0,,-73.96803160000002,40.7607016,3.0,,4.0,3.0,0,968.0,0,75.0,
908865,1,0,5250.0,,1.0,,-74.0090637207031,40.734836578369105,4.0,1.0,4.0,14.0,0,,0,100.0,
899354,1,0,2650.0,,1.0,,-73.94161919999998,40.81552670000001,3.0,1.0,1.0,17.0,0,,0,100.0,
30301,1,0,4295.0,,1.0,750.0,-73.9990525,40.7605599,3.0,1.0,1.0,5.0,0,,0,100.0,
838883,0,0,,3195000.0,3.0,1530.0,-73.9937515258789,40.7431411743164,5.0,3.0,1.0,15.0,0,2107.0,0,90.0,
897320,0,0,,549000.0,1.0,650.0,-74.00219479999998,40.747090899999996,2.0,1.0,5.0,3.0,0,1251.0,0,90.0,2.5
896237,0,0,,2625000.0,1.0,,-74.001014,40.741136,3.5,2.0,1.0,15.0,0,1046.0,0,90.0,
829962,0,0,,9500000.0,4.0,4451.0,-73.99443359999998,40.742180499999996,8.0,3.5,1.0,15.0,0,2934.0,0,90.0,
34820,1,0,6000.0,,2.0,1385.0,-73.99212299999999,40.758095000000004,4.0,2.0,5.0,13.0,0,,0,100.0,
715047,0,0,,5395000.0,3.0,2702.0,-74.0025100708008,40.7343406677246,6.0,3.5,1.0,15.0,0,3428.0,0,,3.0
843125,0,0,,2995000.0,3.0,1706.0,-73.98155299999995,40.729757899999996,5.0,2.5,1.0,15.0,0,1386.0,0,90.0,
52727,1,0,5500.0,,1.0,850.0,-73.9668197631836,40.7647705078125,3.0,2.0,4.0,14.0,0,,1,100.0,
765525,0,0,,3250000.0,3.0,1703.0,-73.9993877,40.7409342,,2.5,1.0,15.0,0,1036.0,0,90.0,
888550,1,0,1700.0,,,,-73.9846954345703,40.7664566040039,2.0,1.0,6.0,14.0,0,,0,100.0,
790211,0,0,,4000000.0,3.0,,-73.9574356079102,40.783473968505895,6.0,3.0,1.0,3.0,0,,0,50.0,2.5
63414,1,1,25000.0,,,5000.0,-74.0111162,40.7166005,,,,1.0,0,,0,100.0,
799953,1,0,3650.0,,1.0,661.0,-73.98442940000001,40.7673472,2.0,1.0,1.0,15.0,0,,0,100.0,
901921,0,0,,1595000.0,2.0,1012.0,-73.9723205566406,40.745147705078104,5.0,2.0,1.0,15.0,0,1036.0,0,90.0,3.0
793863,0,0,,1325000.0,1.0,779.0,-74.0026397705078,40.7171020507813,3.0,1.0,1.0,15.0,0,1024.0,0,90.0,
712629,0,0,,3850000.0,5.0,3448.0,-73.93867590000002,40.854242,7.0,4.5,1.0,20.0,0,,0,100.0,2.5
791229,1,0,5700.0,,2.0,1400.0,-73.97713440000003,40.763833500000004,4.5,2.0,5.0,5.0,0,,0,100.0,
506864,1,1,12000.0,,,11002600.0,-73.99737670000002,40.713690500000006,,2.0,5.0,7.0,0,,0,100.0,
623128,1,0,4000.0,,1.0,900.0,-73.97697879999998,40.7639753,3.5,1.5,5.0,5.0,0,,0,100.0,
763546,0,0,,6000000.0,3.0,3742.0,-73.9646453857422,40.7533721923828,,4.5,1.0,15.0,0,6515.0,0,,3.0
596782,1,0,2895.0,,,616.0,-73.97691659999998,40.7270107,2.0,1.0,1.0,13.0,0,,0,100.0,
403068,0,1,,,,65000.0,-74.00692219999995,40.74741289999999,,,,21.0,0,,0,,
375581,0,0,,9950000.0,2.0,2145.0,-73.9786834716797,40.7651138305664,4.0,2.5,1.0,15.0,0,2749.0,0,90.0,2.5
817983,0,0,,2499000.0,1.0,1064.0,-73.99456650000002,40.759030700000004,,2.0,1.0,15.0,0,1504.0,0,,
754277,1,0,4999.0,,2.0,,-74.00747309999997,40.7081041,4.0,2.0,4.0,15.0,0,,0,100.0,
812800,0,1,,2500000.0,,6500.0,-73.97166199999998,40.745188899999995,,,5.0,16.0,0,,0,,
30923,1,0,4095.0,,1.0,750.0,-73.9924697875977,40.754913330078104,3.0,1.0,3.0,5.0,0,,0,100.0,
547999,1,0,2900.0,,0.0,620.0,-73.97697879999998,40.7639753,2.5,1.0,5.0,5.0,0,,0,100.0,
895093,1,0,2999.0,,1.0,,-73.97621154785159,40.745944976806605,3.0,1.0,1.0,14.0,0,,0,100.0,
743413,0,0,,995000.0,1.0,609.0,-73.98712899999998,40.725646999999995,2.0,1.0,1.0,15.0,0,998.0,0,90.0,2.5
774857,0,0,,2000000.0,6.0,2250.0,-73.94700899999998,40.814434999999996,17.0,6.0,1.0,8.0,0,,0,100.0,3.0
901407,1,0,2000.0,,2.0,950.0,-73.9400005,40.7998074,4.0,1.0,1.0,5.0,0,,0,100.0,
792815,1,0,3800.0,,1.0,,-74.0055847167969,40.711601257324205,3.0,1.0,1.0,5.0,0,,0,100.0,
907147,1,0,3300.0,,2.0,,-73.94702660000002,40.78191079999999,4.5,1.0,1.0,14.0,0,,0,100.0,
864030,1,0,6200.0,,2.0,1400.0,-73.97698309999998,40.76396930000001,4.5,2.0,5.0,5.0,0,,0,100.0,
840324,0,0,,700000.0,1.0,800.0,-73.97650146484379,40.7476577758789,4.0,1.0,2.0,3.0,0,,0,80.0,2.5
68786,1,0,2950.0,,1.0,,-73.98850500000003,40.765693,3.0,1.0,1.0,5.0,0,,0,100.0,
66123,1,0,4900.0,,1.0,1100.0,40.7444475,-73.9553976,,2.0,1.0,13.0,0,,0,100.0,
864019,0,0,,795000.0,1.0,,-73.95362854003909,40.773475646972706,,1.0,1.0,3.0,0,,0,80.0,2.5
72215,1,0,2300.0,,1.0,580.0,-73.94634689999998,40.782352100000004,4.0,1.0,4.0,5.0,0,,1,100.0,
575000,0,0,,18800000.0,3.0,3227.0,-73.9690322875977,40.7623405456543,4.0,3.0,1.0,15.0,0,6658.0,0,80.0,3.0
458396,1,0,3199.0,,1.5,,-73.95345550000002,40.780472700000004,4.0,1.0,2.0,5.0,0,,0,100.0,
475554,0,0,,1320000.0,2.0,1347.0,-73.94352049999999,40.810311600000006,5.0,2.0,1.0,15.0,0,705.69,0,96.0,3.0
752238,0,0,,1562000.0,0.0,608.0,-73.99456650000002,40.759030700000004,2.0,1.0,1.0,15.0,0,862.0,0,,3.0
792816,1,0,4000.0,,1.0,,-74.0055847167969,40.711601257324205,3.0,1.0,1.0,5.0,0,,0,100.0,
821308,1,0,13000.0,,2.0,1500.0,-73.9705505371094,40.760795593261705,5.0,2.0,4.0,14.0,0,,1,100.0,
526750,0,0,,2350000.0,,,-73.98155299999995,40.729757899999996,,,1.0,15.0,1,,0,100.0,
846623,0,0,,2225000.0,2.0,1570.0,-73.9833221435547,40.7439956665039,5.0,2.0,1.0,3.0,0,,0,75.0,3.0
895300,1,1,7500.0,,,600.0,-73.97620560000001,40.748905799999996,2.0,1.0,,7.0,0,,0,100.0,
843274,1,0,4495.0,,1.0,836.0,-73.9913505,40.773990600000005,3.0,1.5,6.0,15.0,0,,0,100.0,
793333,0,0,,1230000.0,1.0,606.0,-74.013695,40.709145,3.0,1.0,1.0,15.0,0,960.0,0,90.0,
674064,0,0,,995000.0,,,-73.98712899999998,40.725646999999995,,,,15.0,1,,0,90.0,
799007,0,0,,4250000.0,2.0,2026.0,-74.0009994506836,40.721527099609396,7.0,3.0,1.0,15.0,0,1482.0,0,90.0,3.0
909455,1,0,3500.0,,,,-73.9774856567383,40.7491874694824,2.5,1.0,1.0,13.0,0,,1,100.0,
787378,1,0,35000.0,,5.0,,-73.97023200000002,40.787633,,10.0,1.0,20.0,0,,0,100.0,
764622,1,0,2850.0,,1.0,,-73.94158935546879,40.7945976257324,3.0,1.0,1.0,15.0,0,,1,100.0,
829491,0,0,,1195000.0,1.5,,-73.9952926635742,40.7282943725586,4.0,1.0,1.0,3.0,0,,0,80.0,3.0
879576,0,0,,1199000.0,1.0,764.0,-73.990243,40.77191079999999,3.0,1.0,1.0,15.0,0,822.0,0,100.0,2.5
808936,0,0,,4595000.0,3.0,2517.0,-74.0107040405273,40.7224159240723,6.0,3.0,1.0,15.0,0,3369.0,0,100.0,2.5
653269,1,1,15000.0,,,,-74.00474159999997,40.7314875,,,5.0,5.0,0,,0,100.0,
776905,0,0,,1250000.0,1.0,873.0,-73.96844482421879,40.7508430480957,3.0,1.5,1.0,15.0,0,1197.0,0,100.0,2.5
64484,1,1,,45000.0,,200.0,-73.98687729999999,40.751791299999994,,,5.0,5.0,0,,0,100.0,
792798,1,0,3750.0,,1.0,661.0,-73.98442940000001,40.7673472,2.0,1.0,1.0,15.0,0,,0,100.0,
835141,0,0,,3999500.0,2.0,1767.0,-73.9812316894531,40.783962249755895,4.0,2.0,1.0,15.0,0,2316.0,0,90.0,
766617,0,0,,800000.0,1.0,,-73.9646682739258,40.77219772338871,,1.0,6.0,3.0,0,,0,80.0,
825344,0,0,,2250000.0,1.0,1110.0,-74.0078811645508,40.74619674682621,3.0,1.5,1.0,15.0,0,2266.0,0,90.0,
24058,1,0,3937.0,,1.0,750.0,-73.97434799999999,40.748151,3.0,1.0,3.0,5.0,0,0.0,0,100.0,
898068,0,0,,2479000.0,3.0,1560.0,-73.959098815918,40.7994842529297,,2.0,1.0,15.0,0,1267.0,0,90.0,
808995,0,0,,1350000.0,1.0,988.0,-73.98737849999998,40.759916,3.0,1.5,1.0,15.0,0,1021.0,0,100.0,
909547,1,0,4450.0,,2.0,1100.0,-73.964163,40.758253,,2.0,3.0,5.0,0,,0,100.0,
708233,1,0,3900.0,,1.0,1000.0,-73.97697879999998,40.7639753,3.5,1.5,5.0,5.0,0,,0,100.0,
800535,0,0,,4850000.0,4.0,2753.0,-73.99443359999998,40.742180499999996,9.0,3.5,1.0,15.0,0,1609.0,0,90.0,
744093,0,0,,1188000.0,1.0,640.0,-73.98712899999998,40.725646999999995,3.0,1.0,1.0,15.0,0,1049.0,0,90.0,2.5
877344,1,0,3969.0,,1.0,745.0,-73.98883056640629,40.7770843505859,3.0,1.0,6.0,13.0,0,,0,100.0,
811516,0,1,,500000.0,,300.0,-73.96977950000002,40.7519846,,,,8.0,0,,0,100.0,
855703,1,0,5500.0,,1.0,,-73.96548889999997,40.7625289,3.5,2.0,4.0,15.0,0,,1,,
876237,1,0,20995.0,,4.0,2780.0,-73.9819030761719,40.7799530029297,10.5,3.0,6.0,15.0,0,,0,100.0,
897294,0,0,,875000.0,1.0,675.0,-73.9914627075195,40.7335090637207,3.0,1.0,1.0,3.0,0,,0,100.0,
795324,1,0,8000.0,,2.0,1343.0,-73.9913505,40.773990600000005,5.0,2.5,1.0,15.0,0,,0,100.0,
458622,1,1,16000.0,,,680.0,-73.95672900000001,40.778215700000004,,,5.0,5.0,0,,0,100.0,
595358,1,0,3950.0,,1.0,820.0,-73.97697879999998,40.7639753,3.5,1.0,5.0,5.0,0,,0,100.0,
744206,1,0,2950.0,,1.0,,-73.98301649999995,40.767124700000004,3.0,1.0,6.0,5.0,0,,0,100.0,
574986,0,0,,6200000.0,,,-73.9690322875977,40.7623405456543,,,1.0,15.0,0,2819.43,0,80.0,3.0
793352,0,0,,575000.0,0.0,,-73.9927062988281,40.7316551208496,2.5,1.0,1.0,3.0,0,,0,100.0,
774001,0,0,,1440000.0,1.0,848.0,-73.979336,40.757684000000005,3.0,1.5,1.0,15.0,0,1145.0,0,80.0,
909349,1,0,5900.0,,3.0,,-73.9528503417969,40.807624816894496,6.0,2.5,6.0,5.0,0,,0,100.0,
743932,1,0,32000.0,,5.0,3744.0,-73.97829680000002,40.7888251,7.0,4.5,1.0,15.0,0,,0,100.0,
73662,1,0,5700.0,,3.0,1200.0,-73.9992199,40.761614,5.0,2.0,1.0,13.0,0,,0,100.0,
57624,1,0,2700.0,,0.0,500.0,-73.9826872,40.7615482,2.0,1.0,4.0,13.0,0,,1,100.0,
56705,1,0,,,1.0,,-73.9997055,40.761438899999995,,1.0,1.0,13.0,0,,1,100.0,
369894,1,0,3800.0,,1.0,,-73.9998615,40.761756,3.0,1.0,1.0,13.0,0,,1,100.0,
66432,1,0,3300.0,,2.0,,-73.97993500000003,40.763529999999996,5.0,1.0,5.0,5.0,0,,0,100.0,
806242,1,0,5650.0,,3.0,,-74.005999,40.707967100000005,,2.0,4.0,13.0,0,,0,100.0,
866803,1,0,5300.0,,3.0,1300.0,-73.99255500000001,40.770792,,3.0,1.0,5.0,0,,0,100.0,
841098,1,0,9000.0,,2.0,1612.0,-73.9858932495117,40.7450561523438,6.0,2.5,6.0,15.0,0,,0,100.0,
629881,1,0,3795.0,,4.0,,-73.95090529999997,40.825038299999996,6.0,2.0,,5.0,0,,0,100.0,
826210,0,0,,1400000.0,2.0,,-73.9586868286133,40.767894744873,3.0,2.0,6.0,3.0,0,,0,75.0,
795210,0,0,,4750000.0,4.0,2753.0,-73.99443359999998,40.742180499999996,,3.5,1.0,15.0,0,1704.0,0,90.0,
755545,0,0,,1128750.0,1.0,640.0,-73.98712899999998,40.725646999999995,3.0,1.0,1.0,15.0,0,1049.0,0,90.0,
771924,0,0,,5000000.0,4.0,2878.0,-73.99443359999998,40.742180499999996,9.0,3.5,1.0,15.0,0,1514.0,0,90.0,
765792,0,0,,3900000.0,2.0,1971.0,-73.9865951538086,40.73289108276371,5.0,2.5,1.0,15.0,0,1333.0,0,90.0,3.0
875835,1,0,30000.0,,2.3,3750.0,-73.984977722168,40.737941741943395,7.0,3.5,1.0,15.0,0,,0,100.0,
794804,0,0,,3350000.0,3.0,,-73.9767608642578,40.776405334472706,6.0,4.0,6.0,3.0,0,,0,80.0,3.0
755390,0,0,,595000.0,0.5,460.0,-73.9598388671875,40.7985801696777,3.0,1.0,1.0,15.0,0,425.0,0,100.0,1.5
841097,0,0,,2250000.0,3.0,1609.0,-73.95542907714841,40.7771224975586,,2.5,1.0,15.0,0,1893.0,0,90.0,
794244,1,0,2100.0,,1.0,550.0,-73.97394629999997,40.7469705,3.0,1.0,4.0,5.0,0,,0,100.0,
892727,0,0,,725000.0,0.0,551.0,-73.98791999999999,40.779615,2.0,1.0,1.0,15.0,0,754.0,0,100.0,
883283,0,0,,5650000.0,3.0,2706.0,-74.00706481933591,40.7048683166504,7.0,3.5,1.0,15.0,0,3477.0,0,100.0,
860149,0,0,,749000.0,1.0,,-73.94815169999998,40.773565399999995,4.0,1.0,1.0,3.0,0,,0,100.0,
479459,0,0,,,2.0,883.0,-73.9825057983398,40.775787353515604,,1.5,1.0,15.0,0,,0,90.0,3.0
829196,0,0,,1715000.0,2.0,1329.0,-73.98451232910159,40.760337829589794,5.0,2.0,1.0,15.0,0,1917.0,0,90.0,2.5
534081,1,0,4100.0,,1.0,729.0,-73.986032,40.763778,3.5,1.5,6.0,13.0,0,,0,100.0,
676759,0,0,,4595000.0,2.0,4000.0,-74.0090560913086,40.7201385498047,10.0,4.0,1.0,3.0,0,,0,80.0,2.5
652411,0,1,,99000.0,,,-73.95589970000003,40.7705146,,,,21.0,0,,1,,
887479,1,0,8000.0,,1.0,1300.0,-74.00018310546879,40.7242584228516,4.0,2.0,1.0,15.0,0,,1,100.0,
792810,1,0,6800.0,,2.0,,-73.99801339999998,40.7576264,6.0,2.0,1.0,5.0,0,,0,100.0,
869732,1,0,2750.0,,1.0,700.0,-73.94667070000003,40.8180576,3.0,1.0,5.0,5.0,0,,0,100.0,
792811,1,0,6500.0,,2.0,,-74.0055847167969,40.711601257324205,5.0,2.0,1.0,5.0,0,,0,100.0,
568593,1,1,14500.0,,,600.0,-73.97724069999998,40.749320000000004,,,,7.0,0,,0,100.0,
834234,0,0,,4950000.0,4.0,2753.0,-73.99443359999998,40.742180499999996,9.0,3.5,1.0,15.0,0,1609.0,0,90.0,
810680,0,0,,599999.0,1.0,,-73.95972359999995,40.7682671,3.0,1.0,2.0,3.0,0,,0,75.0,
52468,1,0,3098.0,,1.0,700.0,-73.96537419999999,40.7616292,3.0,1.0,4.0,13.0,0,,0,100.0,
751179,0,0,,1102500.0,1.0,640.0,-73.98712899999998,40.725646999999995,3.0,1.0,1.0,15.0,0,1049.0,0,90.0,
804355,0,1,,,,23000.0,-74.00845290000002,40.7086196,,,5.0,16.0,0,,0,100.0,
661899,1,1,6000.0,,,400.0,-74.00542630000002,40.7336217,,,1.0,10.0,0,,0,100.0,
